epoch,train_loss,train_grad_norm,val_acc,learning_rate
1,0.09564155225838154,0.1683537444089327,0.9733977506884665,8.432916633394013e-06
2,0.010874536753247172,0.013884636504798358,0.9753187166599264,3.0239058396336946e-06
3,0.0023786575057391074,0.00276509238833815,0.9749576328307047,4.235949744302303e-12
